title,url
FutureScope'26: From Ideas to Intelligent Outcomes,https://www.eventbrite.com/e/futurescope26-from-ideas-to-intelligent-outcomes-tickets-1980168033894?aff=ebdssbdestsearch
India Energy Week 2026,https://www.eventbrite.com/e/india-energy-week-2026-tickets-1970285854028?aff=ebdssbdestsearch
TstEvent,https://www.eventbrite.com/e/tstevent-tickets-321674616437?aff=ebdssbdestsearch
Biologics Festival India 2026 (End Users - APAC),https://www.eventbrite.sg/e/biologics-festival-india-2026-end-users-apac-tickets-1579417563449?aff=ebdssbdestsearch
D-arc BUILD Mumbai 2026,https://www.eventbrite.com/e/d-arc-build-mumbai-2026-tickets-1354797508819?aff=ebdssbdestsearch
The Leadership Dialogues (Edition 1),https://www.eventbrite.ie/e/the-leadership-dialogues-edition-1-tickets-1978870485893?aff=ebdssbdestsearch
AI Engineers & Founders Meetup | Hyderabad,https://www.eventbrite.com/e/ai-engineers-founders-meetup-hyderabad-tickets-1980267818352?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | New Delhi | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-new-delhi-online-tickets-1374181797749?aff=ebdssbdestsearch
HealthCare Entrepreneur's Mixer (Mumbai),https://www.eventbrite.com/e/healthcare-entrepreneurs-mixer-mumbai-tickets-1977399743864?aff=ebdssbdestsearch
"Electric Exhibition 2026 – India’s Biggest Electrical, Electronics, Solar",https://www.eventbrite.com.au/e/electric-exhibition-2026-indias-biggest-electrical-electronics-solar-tickets-1976322596086?aff=ebdssbdestsearch
EARTHCON EXPO HYDERABAD 2026,https://www.eventbrite.com/e/earthcon-expo-hyderabad-2026-tickets-1978879729541?aff=ebdssbdestsearch
Indus Engitech Expo 2026 Ranchi,https://www.eventbrite.com/e/indus-engitech-expo-2026-ranchi-tickets-1377198049439?aff=ebdssbdestsearch
Tech & Innovation Summit 2026,https://www.eventbrite.com/e/tech-innovation-summit-2026-tickets-1977764204977?aff=ebdssbdestsearch
Mumbai International Finance Expo,https://www.eventbrite.hk/e/mumbai-international-finance-expo-tickets-643572010207?aff=ebdssbdestsearch
Bihar Medical Expo 2026,https://www.eventbrite.com/e/bihar-medical-expo-2026-tickets-1980244606926?aff=ebdssbdestsearch
"Adhesives, Sealants & Bonding Expo 2026",https://www.eventbrite.com/e/adhesives-sealants-bonding-expo-2026-tickets-1969101149545?aff=ebdssbdestsearch
Women in Tech Global Conference 2026 Bengaluru,https://www.eventbrite.com/e/women-in-tech-global-conference-2026-bengaluru-tickets-1980168065990?aff=ebdssbdestsearch
staaake Global Dinner Club for Founders & Creators now in Bengaluru,https://www.eventbrite.ch/e/staaake-global-dinner-club-for-founders-creators-now-in-bengaluru-tickets-1977715659777?aff=ebdssbdestsearch
International Net Zero Summit 2026 Awards,https://www.eventbrite.com/e/international-net-zero-summit-2026-awards-tickets-1978384430087?aff=ebdssbdestsearch
3rd Surfentech Expo Chennai 2026,https://www.eventbrite.ie/e/3rd-surfentech-expo-chennai-2026-tickets-1779681056949?aff=ebdssbdestsearch
Top Data science institute in Coimbatore,https://www.eventbrite.com/e/top-data-science-institute-in-coimbatore-tickets-1975739539147?aff=ebdssbdestsearch
Future Defence Conclave 2026,https://www.eventbrite.co.uk/e/future-defence-conclave-2026-tickets-1979009311123?aff=ebdssbdestsearch
Best Data science Institute in Indore,https://www.eventbrite.com/e/best-data-science-institute-in-indore-tickets-1978099913089?aff=ebdssbdestsearch
Business Transformation & Operational Excellence India Summit,https://www.eventbrite.com/e/business-transformation-operational-excellence-india-summit-tickets-1401566275459?aff=ebdssbdestsearch
New Delhi 2026 Venture Capital World Summit,https://www.eventbrite.com/e/new-delhi-2026-venture-capital-world-summit-tickets-1968718246271?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Nagpur | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-nagpur-online-tickets-1975080022515?aff=ebdssbdestsearch
Dairy Industry Conference & Exhibition,https://www.eventbrite.co.uk/e/dairy-industry-conference-exhibition-tickets-1979288409915?aff=ebdssbdestsearch
Biologics Festival India 2026 (Solution Provider),https://www.eventbrite.sg/e/biologics-festival-india-2026-solution-provider-tickets-1579412046949?aff=ebdssbdestsearch
Pamex 2026,https://www.eventbrite.com/e/pamex-2026-tickets-850680015827?aff=ebdssbdestsearch
ANVAYA – The Innovation Summit 2026,https://www.eventbrite.com/e/anvaya-the-innovation-summit-2026-tickets-1979286461086?aff=ebdssbdestsearch
Full Stack Python Coaching in Hyderabad,https://www.eventbrite.com/e/full-stack-python-coaching-in-hyderabad-tickets-1977872111729?aff=ebdssbdestsearch
"Traders Forum, Kolkata",https://www.eventbrite.co.uk/e/traders-forum-kolkata-tickets-1977858700616?aff=ebdssbdestsearch
TaSIC 2.0: Redefining the technology and society paradox,https://www.eventbrite.com/e/tasic-20-redefining-the-technology-and-society-paradox-tickets-1566553596979?aff=ebdssbdestsearch
7th Expo Paint & Coatings Chennai 2026,https://www.eventbrite.ie/e/7th-expo-paint-coatings-chennai-2026-tickets-1779504137779?aff=ebdssbdestsearch
Global Art & Design Education Expo 2026 - Hyderabad,https://www.eventbrite.com/e/global-art-design-education-expo-2026-hyderabad-tickets-1980443688384?aff=ebdssbdestsearch
India International Cargo Show: IICS 2026,https://www.eventbrite.com/e/india-international-cargo-show-iics-2026-tickets-1979509020768?aff=ebdssbdestsearch
Bharat Shiksha Expo 2026,https://www.eventbrite.com/e/bharat-shiksha-expo-2026-tickets-1976312528975?aff=ebdssbdestsearch
Algorythm+/How to Leverage AI (for Absolute Beginners),https://www.eventbrite.com/e/algorythmhow-to-leverage-ai-for-absolute-beginners-tickets-1977174641577?aff=ebdssbdestsearch
"NUS-ISS Graduate Programmes: Preview, Entrance Test & Interview: MUMBAI",https://www.eventbrite.sg/e/nus-iss-graduate-programmes-preview-entrance-test-interview-mumbai-tickets-1847209345879?aff=ebdssbdestsearch
staaake Tech/AI Power Walk for Founders & Creators now in Bengaluru,https://www.eventbrite.ch/e/staaake-techai-power-walk-for-founders-creators-now-in-bengaluru-tickets-1977713920575?aff=ebdssbdestsearch
"Conceptual Understanding as an Ecosystem: Ideas, Purpose, and Practices",https://www.eventbrite.be/e/conceptual-understanding-as-an-ecosystem-ideas-purpose-and-practices-tickets-1969841655418?aff=ebdssbdestsearch
DataMites - Data Science Institute in Bangalore,https://www.eventbrite.com/e/datamites-data-science-institute-in-bangalore-tickets-1421407180139?aff=ebdssbdestsearch
VLSI Course FREE DEMO,https://www.eventbrite.com/e/vlsi-course-free-demo-tickets-1979522932378?aff=ebdssbdestsearch
Azure Data Engineer Training In Hyderabad | Version IT | Ameerpet,https://www.eventbrite.com/e/azure-data-engineer-training-in-hyderabad-version-it-ameerpet-tickets-1980068724858?aff=ebdssbdestsearch
UI/UX,https://www.eventbrite.com/e/uiux-tickets-1978242601875?aff=ebdssbdestsearch
SEO Cousre Free Training,https://www.eventbrite.com/e/seo-cousre-free-training-tickets-1980800716264?aff=ebdssbdestsearch
Why Devs Should Care About Cloud Cost | Hands-On Workshop in Delhi NCR,https://www.eventbrite.com/e/why-devs-should-care-about-cloud-cost-hands-on-workshop-in-delhi-ncr-tickets-1980391473207?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Hyderabad | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-hyderabad-online-tickets-1351345874889?aff=ebdssbdestsearch
Eldercare India Expo 2026,https://www.eventbrite.co.uk/e/eldercare-india-expo-2026-tickets-1978883884970?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Jaipur | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-jaipur-online-tickets-1975080053608?aff=ebdssbdestsearch
"The Apex Global Franchise Expo in Bengaluru, India",https://www.eventbrite.com/e/the-apex-global-franchise-expo-in-bengaluru-india-tickets-1977282806100?aff=ebdssbdestsearch
Everythingaboutwater International Conclave 2026 - Chennai,https://www.eventbrite.com/e/everythingaboutwater-international-conclave-2026-chennai-tickets-1975093938137?aff=ebdssbdestsearch
Cloud Data Engineer GCP Cloud Data,https://www.eventbrite.com/e/cloud-data-engineer-gcp-cloud-data-tickets-1978291835133?aff=ebdssbdestsearch
Leadership Pivot Workshop - Pune Chapter,https://www.eventbrite.com/e/leadership-pivot-workshop-pune-chapter-tickets-1978874423671?aff=ebdssbdestsearch
Vaccines World Summit 2026 (End Users - APAC),https://www.eventbrite.sg/e/vaccines-world-summit-2026-end-users-apac-tickets-1569357373149?aff=ebdssbdestsearch
"NUS-ISS Graduate Programmes: Preview, Entrance Test & Interview: HYDERABAD",https://www.eventbrite.sg/e/nus-iss-graduate-programmes-preview-entrance-test-interview-hyderabad-tickets-1847184120429?aff=ebdssbdestsearch
DevOps Course FREE DEMO,https://www.eventbrite.com/e/devops-course-free-demo-tickets-1979041578636?aff=ebdssbdestsearch
UI UX Scholarship Test JAN 25 2026,https://www.eventbrite.com/e/ui-ux-scholarship-test-jan-25-2026-tickets-1979593853505?aff=ebdssbdestsearch
GCP Data Engineer FREE DEMO ON 21 JAN 2026,https://www.eventbrite.com/e/gcp-data-engineer-free-demo-on-21-jan-2026-tickets-1980764717591?aff=ebdssbdestsearch
Founders Running Club :: Mumbai,https://www.eventbrite.com/e/founders-running-club-mumbai-tickets-1394837349059?aff=ebdssbdestsearch
DataMites - Data Science Offline Training in Bangalore,https://www.eventbrite.com/e/datamites-data-science-offline-training-in-bangalore-tickets-1495781335239?aff=ebdssbdestsearch
HEAL Uttarakhand Research Center Launch Event,https://www.eventbrite.co.uk/e/heal-uttarakhand-research-center-launch-event-tickets-1752014184589?aff=ebdssbdestsearch
Brodcom Spring Boot  Certification Exam preparation,https://www.eventbrite.com/e/brodcom-spring-boot-certification-exam-preparation-tickets-1980370474399?aff=ebdssbdestsearch
Bangalore 2026 FIRST Technical Colloquium,https://www.eventbrite.com/e/bangalore-2026-first-technical-colloquium-tickets-1976889998201?aff=ebdssbdestsearch
Data Science Training Institute in Pune,https://www.eventbrite.com/e/data-science-training-institute-in-pune-tickets-1510085830369?aff=ebdssbdestsearch
Women in Tech Mumbai - OutGeekWomen,https://www.eventbrite.com/e/women-in-tech-mumbai-outgeekwomen-tickets-1330287167729?aff=ebdssbdestsearch
"GCP, AWS, AZURE Data Engineering 13 DEC , 2025",https://www.eventbrite.com/e/gcp-aws-azure-data-engineering-13-dec-2025-tickets-1977613821175?aff=ebdssbdestsearch
Fire & Security India Expo (FSIE) 2026 - Mumbai Exhibition,https://www.eventbrite.com/e/fire-security-india-expo-fsie-2026-mumbai-exhibition-tickets-1970088485694?aff=ebdssbdestsearch
PMP Certification at Chennai,https://www.eventbrite.com/e/pmp-certification-at-chennai-tickets-4751625239?aff=ebdssbdestsearch
IPCA Electronics Expo India 2026,https://www.eventbrite.com/e/ipca-electronics-expo-india-2026-tickets-1969108043164?aff=ebdssbdestsearch
Women in Tech Pune - OutGeekWomen,https://www.eventbrite.com/e/women-in-tech-pune-outgeekwomen-tickets-1330285362329?aff=ebdssbdestsearch
"NUS-ISS Graduate Programmes: Preview, Entrance Test & Interview: PUNE",https://www.eventbrite.sg/e/nus-iss-graduate-programmes-preview-entrance-test-interview-pune-tickets-1847194020039?aff=ebdssbdestsearch
Side Event: staaake Reverse Network Opening Power Walk at AI Dev Conference,https://www.eventbrite.ch/e/side-event-staaake-reverse-network-opening-power-walk-at-ai-dev-conference-tickets-1979181130038?aff=ebdssbdestsearch
Meeting the Challenge of Infectious Diseases in a Changing World,https://www.eventbrite.com/e/meeting-the-challenge-of-infectious-diseases-in-a-changing-world-tickets-1964572229423?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Surat | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-surat-online-tickets-1973080070605?aff=ebdssbdestsearch
GITA FOR YOUTH | Personality Enrichment | FOLK Exclusive | Youth Motivation,https://www.eventbrite.com/e/gita-for-youth-personality-enrichment-folk-exclusive-youth-motivation-tickets-253552912587?aff=ebdssbdestsearch
Teceze Technology Excellence Forum – Vol. 2 | Mumbai,https://www.eventbrite.com/e/teceze-technology-excellence-forum-vol-2-mumbai-tickets-1980244221774?aff=ebdssbdestsearch
A&H Installation Concert,https://www.eventbrite.com/e/ah-installation-concert-tickets-1980363062229?aff=ebdssbdestsearch
Plastindia 2026,https://www.eventbrite.com/e/plastindia-2026-tickets-1658526680949?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Chandigarh | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-chandigarh-online-tickets-1593194881779?aff=ebdssbdestsearch
"AGRICULTURE Farm Management, Water& Energy Management",https://www.eventbrite.com/e/agriculture-farm-management-water-energy-management-tickets-68605333399?aff=ebdssbdestsearch
Hyderabad's Biggest Business & Tech Professional Networking Soiree,https://www.eventbrite.com/e/hyderabads-biggest-business-tech-professional-networking-soiree-tickets-1263665059209?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Thrissur | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-thrissur-online-tickets-1357336432809?aff=ebdssbdestsearch
Global Ed Interaction In New Delhi 2026,https://www.eventbrite.com/e/global-ed-interaction-in-new-delhi-2026-tickets-1980247608905?aff=ebdssbdestsearch
staaake Private Dinner: New Delhi Tech Conference AI/Tech Dinner,https://www.eventbrite.ch/e/staaake-private-dinner-new-delhi-tech-conference-aitech-dinner-tickets-1977851599376?aff=ebdssbdestsearch
"Electric Exhibition 2026 – Ahmedabad | Power, Innovation & Future Techno",https://www.eventbrite.com.au/e/electric-exhibition-2026-ahmedabad-power-innovation-future-techno-tickets-1977010987082?aff=ebdssbdestsearch
SMART HOME EXPO 2026,https://www.eventbrite.com/e/smart-home-expo-2026-tickets-1488622442799?aff=ebdssbdestsearch
Python Full Stack Training In Hyderabad | Version IT,https://www.eventbrite.com/e/python-full-stack-training-in-hyderabad-version-it-tickets-1980088746744?aff=ebdssbdestsearch
AI Implementation in Business | Hyderabad,https://www.eventbrite.com.au/e/ai-implementation-in-business-hyderabad-tickets-1354005319359?aff=ebdssbdestsearch
Master Stress Management & Focus for High-Pressure Tech Careers,https://www.eventbrite.com/e/master-stress-management-focus-for-high-pressure-tech-careers-tickets-1979959790031?aff=ebdssbdestsearch
Environmental and Sustainability Career Day for High School Students,https://www.eventbrite.com/e/environmental-and-sustainability-career-day-for-high-school-students-tickets-1978776857849?aff=ebdssbdestsearch
18TH ENGIEXPO INDUSTRIAL EXHIBITION VADODARA 2026,https://www.eventbrite.com/e/18th-engiexpo-industrial-exhibition-vadodara-2026-tickets-1244535000689?aff=ebdssbdestsearch
Women in Tech Bengaluru - OutGeekWomen,https://www.eventbrite.com/e/women-in-tech-bengaluru-outgeekwomen-tickets-1330268963279?aff=ebdssbdestsearch
PMP Training Classes Mumbai | PMP Training Mumbai | PMP Training Institutes Mumbai,https://www.eventbrite.com/e/pmp-training-classes-mumbai-pmp-training-mumbai-pmp-training-institutes-mumbai-tickets-4352251702?aff=ebdssbdestsearch
Artist walkthrough,https://www.eventbrite.com/e/artist-walkthrough-tickets-1980074419892?aff=ebdssbdestsearch
Cyber Security Training In Hyderabad | Version IT,https://www.eventbrite.com/e/cyber-security-training-in-hyderabad-version-it-tickets-1978712049004?aff=ebdssbdestsearch
Index 2026 Industrial Expo,https://www.eventbrite.com/e/index-2026-industrial-expo-tickets-1979050902524?aff=ebdssbdestsearch
New Delhi's Big Business Tech & Entrepreneur Professional Networking Affair,https://www.eventbrite.com/e/new-delhis-big-business-tech-entrepreneur-professional-networking-affair-tickets-140043603187?aff=ebdssbdestsearch
Electric Exhibition 2026,https://www.eventbrite.com.au/e/electric-exhibition-2026-tickets-1979010203793?aff=ebdssbdestsearch
Empowering Modern HR Teams with AI | Delhi,https://www.eventbrite.com.au/e/empowering-modern-hr-teams-with-ai-delhi-tickets-1980357565789?aff=ebdssbdestsearch
Learn How To Achieve Your 100% Mind Potential,https://www.eventbrite.com/e/learn-how-to-achieve-your-100-mind-potential-tickets-445068591137?aff=ebdssbdestsearch
The Design Exchange Summit 2026,https://www.eventbrite.com/e/the-design-exchange-summit-2026-tickets-1980369573705?aff=ebdssbdestsearch
Money Alpha 360°,https://www.eventbrite.co.uk/e/money-alpha-360-tickets-1980359377207?aff=ebdssbdestsearch
Virtual Career Fair | Job Fair 2026 | Land Remote AI & Tech Jobs,https://www.eventbrite.co.uk/e/virtual-career-fair-job-fair-2026-land-remote-ai-tech-jobs-tickets-1980323223069?aff=ebdssbdestsearch
THE STARTUP STORIES BY BENGALURU ENTREPRENEURS,https://www.eventbrite.com/e/the-startup-stories-by-bengaluru-entrepreneurs-tickets-1978881315284?aff=ebdssbdestsearch
AYURYOG EXPO 2026,https://www.eventbrite.com/e/ayuryog-expo-2026-tickets-1979305129925?aff=ebdssbdestsearch
Electric Exhibition India,https://www.eventbrite.com.au/e/electric-exhibition-india-tickets-1978870681478?aff=ebdssbdestsearch
EAW Global Aqua Expo 2026,https://www.eventbrite.com/e/eaw-global-aqua-expo-2026-tickets-1771350590299?aff=ebdssbdestsearch
